  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029440 99999 190601121300 140   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   25 ****  997.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601122000 140  16 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   25 ****  994.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601130600 090   9 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   27 ****  990.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601131300 090   5 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   28 ****  987.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601132000 090   5 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   28 ****  985.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601140600 270   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 ****  984.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601141300 360  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 ****  988.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601142000 360  16 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   15 ****  993.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601150600 360  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   20 **** 1000.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601151300 320  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   19 **** 1004.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601152000 140  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   19 **** 1003.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601160600 180  19 *** *** OVC * * *  0.0 60 ** ** ** ** ** ** ** *   33 **** 1001.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601161300 180  18 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   35 **** 1001.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601162000 180  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  998.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601170600 180  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  995.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601171300 180  29 *** *** BKN * * *  0.0 72 ** ** ** ** ** ** ** *   36 ****  990.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601172000 180  26 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   34 ****  986.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601180600 140  18 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   33 ****  976.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601181300 250  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  981.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601182000 270  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  984.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601190600 270  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  988.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601191300 270  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  988.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601192000 050  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  991.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601200600 360  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   20 ****  991.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601201300 290  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   20 ****  997.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601202000 320  16 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   13 ****  998.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601210600 270  16 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *    9 ****  999.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601211300 270  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   14 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601212000 320  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   15 **** 1004.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601220600 360  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   19 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601221300 360  26 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   18 **** 1009.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601222000 360  26 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   12 **** 1016.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601230600 360  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    5 **** 1020.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601231300 050  18 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *    4 **** 1019.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601232000 360  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    5 **** 1017.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601240600 180  16 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   24 **** 1012.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601241300 200  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1008.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601242000 200  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 **** 1005.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601250600 230  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   35 ****  998.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601251300 230  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  995.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601252000 200  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  996.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601260600 140  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  992.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601261300 180  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  986.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601262000 180  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  981.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601270600 180  24 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   35 ****  969.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601271300 180  24 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   35 ****  964.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601272000 230  24 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   33 ****  969.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601280600 270  26 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  982.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601281300 270  26 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   33 ****  975.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601282000 090  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   31 ****  963.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601290600 270  19 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  981.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601291300 270   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  984.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601292000 050   7 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   25 ****  988.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601300600 230  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    7 ****  989.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601301300 320   9 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   12 ****  991.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601302000 320   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   19 ****  997.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601310600 320  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   14 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601311300 320  14 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   20 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190601312000 360   5 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   21 **** 1001.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602010600 180  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   14 ****  998.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602011300 360  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  988.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602012000 360   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  986.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602020600 180   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 ****  981.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602021300 180   7 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   31 ****  977.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602022000 180   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  975.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602030600 140   9 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   30 ****  977.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602031300 140   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  978.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602032000 090   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 ****  983.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602040600 140   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  988.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602041300 140   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  993.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602042000 020   9 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   29 ****  998.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602050600 050   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1006.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602051300 140   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1010.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602052000 230  14 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   24 **** 1013.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602060600 230  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1012.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602061300 200  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   30 **** 1011.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602062000 250  18 *** *** BKN * * *  0.0 70 ** ** ** ** ** ** ** *   28 **** 1006.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602070600 230  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1003.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602071300 180  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602072000 180  16 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   25 ****  995.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602080600 180  16 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   30 ****  988.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602081300 180  14 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   30 ****  989.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602082000 180  24 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   29 ****  987.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602090600 180  24 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  985.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602091300 180  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 ****  986.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602092000 140  22 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   25 ****  984.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602100600 180  18 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   28 ****  986.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602101300 090   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  985.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602102000 090  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   25 ****  985.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602110600 180  11 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   23 ****  992.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602111300 180  11 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   30 ****  997.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602112000 180  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 ****  998.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602120600 180  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1001.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602121300 180  14 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1002.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602122000 180  16 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   25 **** 1004.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602130600 180  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   22 **** 1006.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602131300 140  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1007.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602132000 140  14 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1008.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602140600 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   23 **** 1006.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602141300 180  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   25 **** 1006.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602142000 140  11 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   26 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602150600 140  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602151300 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   30 **** 1009.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602152000 180  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1009.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602160600 140  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 **** 1007.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602161300 140  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1008.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602162000 180  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 **** 1008.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602170600 180  11 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   31 **** 1007.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602171300 180  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1005.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602172000 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1003.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602180600 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 ****  999.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602181300 180  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   30 ****  998.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602182000 270  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  998.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602190600 230  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   31 ****  999.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602191300 270  16 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1002.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602192000 270  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1005.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602200600 320  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   10 **** 1009.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602201300 320  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   18 **** 1007.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602202000 320   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    9 **** 1008.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602210600 270   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   17 **** 1010.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602211300 140   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 **** 1008.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602212000 140   9 *** *** OVC * * *  0.0 70 ** ** ** ** ** ** ** *   26 **** 1009.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602220600 230   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   30 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602221300 230   9 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   30 **** 1006.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602222000 180   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   28 **** 1005.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602230600 090  11 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   26 ****  998.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602231300 090  11 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   25 ****  999.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602232000 090  22 *** *** BKN * * *  0.0 72 ** ** ** ** ** ** ** *   21 **** 1002.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602240600 090  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *    4 **** 1008.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602241300 090  22 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *    6 **** 1011.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190602242000 090  19 *** *** BKN * * *  0.0 72 ** ** ** ** ** ** ** *    7 **** 1012.3 ***** ****** *** *** ***** ***** ***** ***** ** 
